Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
1 	0.4278 	50.4317 	293.9265 	0.7903 	268.5264 	1.2322
2 	1.3219 	20.6867 	463.4044 	1.9923 	401.3005 	1.662
3 	0.6046 	30.3916 	346.8306 	1.0299 	357.4039 	0.9313
4 	1.4886 	1.5196 	436.6828 	2.2018 	377.6023 	1.7173
5 	0.3742 	1.6634 	824.1099 	0.6463 	599.9491 	2.8265
6 	0.4755 	0.8147 	341.7592 	0.7798 	333.2001 	1.0686
7 	0.9603 	2.0725 	542.6368 	1.4118 	447.0116 	2.2273
8 	0.4249 	2.821 	676.0687 	0.7147 	489.6741 	3.1242
9 	0.8697 	1.9284 	473.5541 	1.3645 	374.3788 	2.367
10 	0.3929 	48.106 	286.501 	0.7336 	253.1557 	1.3344
11 	1.0956 	7.6758 	254.7116 	1.6446 	269.7426 	0.8498
12 	1.4854 	0.8266 	218.9226 	2.1194 	229.4856 	0.8611
13 	0.6656 	22.8425 	209.5148 	1.1126 	216.1638 	0.9268
14 	1.1782 	39.074 	533.4677 	1.7614 	472.3016 	1.5297
15 	0.8783 	1.5377 	194.5256 	1.3991 	210.7225 	0.8172
16 	0.5728 	0.932 	605.9413 	1.0103 	576.5075 	1.1263
17 	0.4115 	15.4148 	425.7685 	0.7332 	392.9407 	1.2132
18 	0.8773 	1.0155 	440.3499 	1.4005 	371.9015 	1.7125
19 	0.2586 	27.736 	266.3978 	0.5537 	226.5887 	1.3896
20 	0.9479 	0.4457 	176.7887 	1.4663 	190.5712 	0.8193
21 	0.4047 	79.6933 	513.4099 	0.765 	424.2779 	1.5839
22 	0.4787 	1.1204 	406.5768 	0.7858 	382.2421 	1.1809
23 	0.5086 	3.5366 	472.7711 	0.9094 	362.6599 	2.1205
24 	0.8553 	0.4054 	175.0381 	1.337 	188.4802 	0.8243
25 	0.3987 	1.0863 	406.1799 	0.7059 	395.9662 	1.0613
26 	0.8728 	0.8422 	393.2817 	1.3806 	344.1412 	1.5145
27 	1.1688 	0.523 	234.0745 	1.8143 	241.0184 	0.923
28 	0.4543 	56.8565 	645.6525 	0.7766 	557.6549 	1.4891
29 	0.9748 	0.6167 	249.4087 	1.4809 	276.4275 	0.7593
30 	1.3834 	0.6449 	271.3207 	2.0021 	245.5713 	1.4432
31 	0.8201 	0.6526 	229.6221 	1.3445 	234.8144 	0.9452
32 	0.6959 	18.9083 	611.0663 	1.0412 	532.8334 	1.6286
33 	0.6522 	10.533 	909.7568 	1.1145 	676.6237 	2.6168
34 	0.6445 	0.8862 	356.4689 	1.0744 	374.525 	0.8876
35 	1.528 	26.8281 	404.8343 	2.324 	364.9955 	1.4031
36 	0.3163 	87.1877 	526.6415 	0.6312 	432.5381 	1.5581
37 	1.0725 	0.7182 	323.1272 	1.6523 	281.9444 	1.5703
38 	0.3621 	69.1957 	571.564 	0.7116 	427.8963 	2.0482
39 	0.8599 	0.5926 	282.9317 	1.3522 	274.9365 	1.0842
40 	0.4901 	26.9411 	646.2783 	0.7268 	600.5973 	1.2773
41 	0.5385 	94.5364 	451.1245 	0.9481 	358.6588 	1.9027
42 	0.6724 	52.5151 	498.5164 	1.085 	467.9374 	1.1923
43 	0.9013 	12.2586 	348.765 	1.4615 	308.4138 	1.4323
44 	0.5677 	10.0633 	1467.5092 	0.9531 	1143.9012 	2.1994
45 	0.6347 	0.7099 	329.4789 	1.0634 	328.5952 	1.0067
46 	1.1385 	2.3062 	348.0853 	1.6702 	349.841 	0.9844
47 	0.4155 	4.4278 	684.8135 	0.7941 	563.7076 	1.5896
48 	0.8431 	75.9304 	584.8102 	1.4806 	457.7618 	2.0184
49 	0.7225 	54.6762 	368.5722 	1.1955 	386.6931 	0.8895
50 	0.5891 	9.4419 	326.1842 	1.0339 	298.173 	1.2494
51 	0.9074 	31.6664 	522.4419 	1.4041 	462.7655 	1.477
52 	0.6684 	29.9575 	273.3641 	1.0424 	287.212 	0.8763
53 	0.8938 	1.281 	787.8194 	1.3863 	714.8644 	1.3525
54 	0.6536 	16.7517 	589.6066 	1.1059 	473.4548 	1.9295
55 	0.7622 	67.7046 	525.8722 	1.2599 	485.9143 	1.2381
56 	0.4151 	71.4394 	528.8965 	0.6965 	495.7845 	1.1834
57 	0.7897 	9.8325 	465.5107 	1.2823 	379.3491 	1.9298
58 	0.8181 	1.0508 	525.6292 	1.2977 	538.2192 	0.9391
59 	0.6949 	1.0461 	933.6563 	1.1506 	718.8695 	2.3856
60 	1.2033 	0.7415 	435.3532 	1.8045 	392.2496 	1.4229
61 	0.9468 	4.6934 	504.9734 	1.3806 	442.0105 	1.6579
62 	1.0851 	0.8004 	557.0389 	1.6661 	441.3345 	2.4728
63 	1.026 	2.2494 	284.4594 	1.625 	307.511 	0.8198
64 	0.6637 	16.9529 	552.5571 	1.0652 	440.8226 	2.1576
65 	0.7668 	1.0209 	492.795 	1.2499 	529.2224 	0.8394
66 	0.4571 	128.4019 	596.6473 	0.7969 	442.8158 	2.5301
67 	0.9309 	0.6556 	276.9452 	1.4409 	318.9854 	0.6998
68 	0.4689 	52.0847 	491.1775 	0.8638 	509.2843 	0.9254
69 	0.7013 	9.2152 	778.205 	1.1635 	586.2355 	2.6381
70 	0.8167 	25.3328 	323.5498 	1.2901 	349.6197 	0.82
71 	0.5347 	26.8302 	368.6372 	0.9371 	291.998 	1.9387
72 	0.7878 	30.8052 	761.3857 	1.2133 	673.7109 	1.4888
73 	0.773 	0.8721 	693.4854 	1.2853 	630.3135 	1.2963
74 	1.0828 	1.5501 	223.9155 	1.634 	252.4694 	0.7257
75 	0.9416 	1.0515 	728.7355 	1.3963 	605.2214 	2.0856
