Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
60 	0.8791 	1.3536 	207.4217 	1.3783 	186.2259 	1.3931
61 	0.5519 	1.7757 	164.0849 	0.9309 	169.9337 	0.9195
62 	0.8192 	1.7115 	228.3299 	1.314 	213.0216 	1.2166
63 	0.6909 	1.4124 	163.5643 	1.1509 	164.9934 	0.9786
64 	0.7469 	1.7571 	164.8281 	1.2091 	177.7347 	0.83
65 	0.511 	2.0656 	228.3897 	0.8451 	215.1108 	1.1724
66 	0.7484 	1.2897 	147.9095 	1.1896 	155.4123 	0.8797
67 	0.4314 	2.3617 	276.3277 	0.7759 	255.3362 	1.2064
68 	1.8969 	1.9892 	197.0829 	2.5961 	205.3976 	0.8646
69 	1.1389 	1.6427 	257.0936 	1.7039 	229.0346 	1.4906
70 	1.1107 	2.1122 	310.6993 	1.5699 	287.1387 	1.35
71 	0.761 	1.768 	176.7736 	1.2057 	176.9753 	0.9969
72 	0.9978 	10.7626 	153.4831 	1.5816 	150.8491 	1.0488
73 	0.5221 	2.0035 	234.1579 	0.9388 	224.0451 	1.1078
74 	1.0534 	2.4942 	244.4553 	1.5227 	242.9742 	1.0201
75 	0.9902 	2.9819 	275.0391 	1.5552 	251.3016 	1.3116
76 	0.5257 	2.4906 	260.0524 	0.8908 	244.3177 	1.1732
77 	0.6873 	2.1696 	310.5838 	1.1658 	269.4255 	1.4768
78 	0.9931 	1.9072 	300.633 	1.5111 	280.7296 	1.2393
79 	0.961 	1.7348 	162.1496 	1.4096 	166.4261 	0.9235
80 	1.6547 	2.6981 	572.1165 	2.3286 	481.1042 	2.2209
81 	0.6178 	2.7831 	271.5597 	1.0779 	285.8454 	0.8903
82 	0.7809 	5.3008 	424.6815 	1.1998 	365.442 	1.6655
83 	0.8428 	1.6277 	250.1775 	1.356 	216.3379 	1.5561
84 	0.7611 	1.8658 	359.4304 	1.2123 	301.4983 	1.7637
85 	0.5841 	3.1637 	269.3922 	1.0671 	226.7936 	1.537
86 	0.58 	1.9053 	226.794 	0.9681 	225.2087 	1.0177
87 	0.6688 	3.1742 	386.6788 	1.1456 	348.5323 	1.3107
88 	0.7172 	1.361 	207.8887 	1.188 	195.9211 	1.17
89 	0.7383 	1.8069 	318.826 	1.2065 	270.9654 	1.6308
90 	0.9025 	1.7754 	174.8403 	1.4287 	185.182 	0.8616
91 	0.4556 	2.3725 	238.5811 	0.7975 	234.4986 	1.0416
92 	0.7908 	2.5353 	346.6685 	1.2293 	300.2276 	1.6015
93 	0.5028 	2.8839 	356.9193 	0.9059 	322.5304 	1.2764
94 	1.4166 	4.6577 	380.6125 	2.1185 	329.6791 	1.6775
95 	0.5904 	1.7605 	190.7749 	1.045 	183.5654 	1.0951
96 	1.0106 	3.7893 	385.598 	1.6 	330.6828 	1.6303
97 	0.7952 	1.8513 	379.6271 	1.2879 	309.5531 	1.9326
98 	1.2386 	2.8564 	349.5597 	1.9287 	323.38 	1.2647
99 	1.1737 	2.4034 	379.7509 	1.7942 	327.0826 	1.6696
100 	0.3873 	2.8369 	246.9005 	0.7453 	222.0936 	1.2644
101 	1.1842 	2.4681 	322.2396 	1.9127 	290.4302 	1.3499
102 	0.6775 	1.918 	419.4431 	1.0869 	334.1848 	2.1723
103 	0.3584 	3.9516 	308.2743 	0.71 	251.9398 	1.5849
104 	0.7077 	1.839 	203.366 	1.176 	194.5625 	1.122
