Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
74 	0.5696 	13.1638 	4565.1284 	0.9862 	4128.251 	1.2928
75 	1.184 	3.3012 	1442.5269 	1.7513 	1351.3456 	1.2425
76 	0.6313 	10.6413 	4393.6626 	1.089 	3727.3624 	1.5645
77 	0.7261 	12.3265 	6042.3158 	1.1797 	4523.4014 	2.8887
78 	0.6692 	4.3478 	1502.0739 	1.0828 	1657.0808 	0.7873
79 	0.5552 	5.4927 	2710.6904 	0.9725 	2080.09 	2.1841
80 	0.6909 	3.2025 	1508.8225 	1.1943 	1352.3727 	1.3262
81 	0.8188 	5.1389 	2936.3068 	1.3223 	2447.6106 	1.7765
82 	1.1687 	3.3362 	1460.9118 	1.746 	1325.3768 	1.3901
83 	1.041 	8.0517 	4220.4053 	1.5727 	3598.1903 	1.7733
84 	0.9023 	8.4827 	4021.6389 	1.5056 	3184.4193 	2.0814
85 	0.5678 	7.7898 	3671.5213 	1.0127 	3191.4069 	1.4238
86 	0.8937 	5.2351 	2897.9051 	1.4427 	2451.9323 	1.6789
87 	0.8836 	4.2362 	2684.0651 	1.3957 	2166.521 	2.1074
88 	0.6623 	3.3429 	1458.161 	1.1007 	1504.2673 	0.9264
89 	0.9975 	4.1103 	1955.0934 	1.5239 	2612.1713 	0.5068
90 	0.7589 	7.3942 	3998.3902 	1.2612 	3974.7017 	1.0151
91 	0.9347 	9.5481 	3586.0881 	1.4493 	2863.6844 	2.3111
92 	0.6965 	5.1383 	2633.7211 	1.1392 	2379.83 	1.3299
93 	0.4294 	12.0217 	5877.5689 	0.7665 	4343.7085 	2.459
94 	0.5597 	5.7712 	3141.1097 	1.0197 	2586.4224 	1.6431
95 	0.3615 	5.5603 	2561.2065 	0.6637 	2414.1023 	1.1444
96 	0.3939 	5.3763 	2111.5201 	0.7041 	2208.5284 	0.9056
