Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
37 	0.5761 	2.1788 	402.3458 	0.9992 	363.3364 	1.2969
38 	0.5921 	30.2899 	672.0746 	1.024 	537.7648 	1.9006
39 	0.6449 	2.7915 	253.8827 	1.1136 	299.4475 	0.7011
40 	0.8292 	0.7809 	523.9537 	1.3132 	423.2797 	2.0893
41 	0.5296 	81.5591 	392.8961 	0.9554 	355.3443 	1.273
42 	0.4992 	38.799 	276.5088 	0.8448 	287.485 	0.9115
43 	0.6003 	16.0215 	452.8344 	1.0668 	401.2816 	1.3519
44 	0.7354 	33.9467 	894.3254 	1.2087 	675.7446 	2.6605
45 	0.6478 	33.7178 	316.4065 	1.0444 	347.6862 	0.7934
46 	1.1267 	56.7405 	548.2331 	1.8041 	507.8468 	1.2441
47 	0.6152 	12.1785 	495.8155 	1.0319 	395.4537 	2.0052
48 	0.4539 	44.6352 	384.901 	0.825 	333.6931 	1.42
49 	0.9141 	16.0132 	513.7673 	1.4371 	438.4469 	1.6746
50 	0.5539 	65.943 	410.3692 	0.9658 	407.7498 	1.0152
51 	0.8589 	0.8925 	519.0402 	1.3602 	438.9408 	1.7204
52 	0.8792 	1.1298 	508.1687 	1.3707 	468.4071 	1.2792
53 	0.6161 	13.4658 	285.879 	1.0641 	301.431 	0.8856
54 	0.443 	42.1041 	487.7688 	0.8445 	439.7784 	1.261
55 	0.8129 	1.3828 	869.1078 	1.3142 	713.4354 	1.8853
56 	0.779 	3.2824 	224.6997 	1.2633 	236.8171 	0.8767
57 	0.8941 	1.5564 	430.7898 	1.3976 	399.5509 	1.252
58 	1.1651 	5.2907 	451.8272 	1.7684 	369.9716 	2.1324
59 	0.6895 	13.2742 	317.0677 	1.0666 	304.7818 	1.1231
60 	0.7883 	13.0123 	287.6074 	1.1883 	288.5816 	0.99
61 	0.7782 	2.8918 	614.9258 	1.247 	502.3695 	1.949
62 	0.8378 	0.8307 	452.1761 	1.3456 	389.9195 	1.5744
63 	1.0903 	0.5696 	194.4158 	1.6458 	216.3989 	0.7491
64 	0.9763 	1.1285 	444.213 	1.4906 	441.1955 	1.0201
65 	0.385 	8.1902 	703.175 	0.7273 	542.4662 	1.9439
66 	1.7196 	25.4172 	811.0312 	2.4423 	703.5694 	1.8109
67 	0.6976 	5.3318 	349.5475 	1.1946 	379.7725 	0.8279
68 	0.4654 	84.8167 	537.467 	0.8421 	500.1647 	1.1836
69 	0.5179 	54.8869 	616.2634 	0.9129 	535.281 	1.4362
70 	0.9412 	19.0976 	214.6332 	1.4757 	244.014 	0.7257
71 	0.403 	87.8349 	326.9117 	0.7849 	239.5467 	2.2184
72 	0.3689 	0.8574 	356.4229 	0.7133 	358.2767 	0.9893
73 	0.8268 	62.3377 	591.0837 	1.3891 	530.8061 	1.3368
74 	0.4016 	75.6798 	479.9881 	0.7738 	444.1401 	1.1838
75 	1.1045 	1.3735 	635.26 	1.6796 	549.4176 	1.652
