Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
52 	0.6962 	5.3686 	410.7224 	1.1736 	375.5326 	1.2668
53 	1.4147 	2.068 	173.6207 	2.0267 	183.0623 	0.8474
54 	0.5369 	3.7209 	422.4826 	0.9427 	406.748 	1.0947
55 	0.753 	2.4186 	205.0899 	1.1646 	215.0111 	0.8796
56 	1.2615 	2.8954 	230.2646 	1.8792 	258.0105 	0.7318
57 	0.9803 	2.1255 	272.4398 	1.5173 	262.585 	1.1138
58 	0.888 	3.2107 	351.0462 	1.4594 	303.6148 	1.5269
59 	1.0713 	4.9342 	318.1571 	1.6503 	316.0385 	1.0193
60 	0.9685 	2.1598 	355.6452 	1.4967 	305.7215 	1.6605
61 	0.9084 	2.8688 	320.0952 	1.465 	339.3403 	0.8634
62 	0.7362 	8.2236 	1002.6094 	1.231 	806.8364 	1.9448
63 	0.7464 	3.8802 	320.0927 	1.226 	324.2232 	0.9681
64 	1.5665 	2.0569 	196.9322 	2.2097 	216.3417 	0.7471
65 	1.096 	3.5466 	264.1145 	1.6641 	282.0708 	0.8339
66 	1.1004 	5.094 	725.4077 	1.6581 	620.3943 	1.7556
67 	1.4404 	1.8188 	428.0554 	2.0712 	360.8284 	2.0649
68 	0.3525 	1.723 	218.1684 	0.6981 	217.8049 	1.0034
69 	1.1794 	2.093 	178.1573 	1.781 	187.9293 	0.8603
70 	1.1772 	1.9711 	276.2367 	1.8394 	243.8344 	1.4833
71 	1.0073 	1.9695 	257.1629 	1.5454 	238.6484 	1.2607
72 	0.8808 	4.4903 	1023.5729 	1.3647 	802.6758 	2.5548
73 	0.6033 	2.9277 	500.6513 	1.0496 	436.0003 	1.4362
74 	0.8551 	2.875 	467.6823 	1.3634 	413.2419 	1.454
75 	1.236 	3.7968 	336.3526 	1.8923 	328.5753 	1.0714
76 	0.2765 	4.0734 	390.3944 	0.5667 	373.9301 	1.0897
77 	0.6008 	2.8756 	336.9928 	1.0305 	310.2862 	1.2347
78 	0.5038 	3.6901 	590.1988 	0.9002 	486.979 	1.6589
79 	0.6245 	1.7319 	207.1694 	1.0563 	194.95 	1.1686
80 	0.9293 	2.2475 	400.1566 	1.3081 	352.1964 	1.7061
81 	0.9838 	2.3378 	455.1865 	1.5416 	376.5846 	1.9131
82 	0.696 	3.5703 	421.0447 	1.1474 	379.5238 	1.3345
83 	1.1791 	3.5865 	349.0121 	1.7477 	364.5495 	0.8796
84 	1.1724 	2.0497 	282.3526 	1.7714 	260.1147 	1.3037
85 	1.0124 	2.8762 	698.5748 	1.5614 	556.9027 	2.3626
86 	1.0155 	2.2572 	414.6138 	1.4563 	355.6861 	1.8853
