Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
44 	0.5909 	4.2448 	324.2398 	1.0098 	263.8189 	1.8157
45 	0.7613 	10.8398 	229.0202 	1.2474 	221.111 	1.0972
46 	1.0576 	6.2288 	371.4867 	1.6262 	334.9932 	1.3908
47 	0.7205 	49.7672 	241.5565 	1.2435 	232.729 	1.0952
48 	0.8005 	27.055 	215.469 	1.3169 	209.0686 	1.0819
49 	0.6044 	11.626 	434.3925 	0.9366 	396.6577 	1.3243
50 	0.5341 	6.5719 	225.6294 	0.9638 	231.4105 	0.9457
51 	0.9145 	74.267 	257.462 	1.4549 	319.7715 	0.6055
52 	0.846 	5.7645 	365.8338 	1.2639 	384.9444 	0.8636
53 	0.9792 	5.2179 	281.7307 	1.5264 	246.5379 	1.5348
54 	0.7131 	1.5437 	382.989 	1.1653 	340.9557 	1.3944
55 	0.756 	47.796 	221.2167 	1.2725 	207.2948 	1.1835
56 	0.6312 	39.7564 	169.518 	0.9882 	177.0927 	0.8899
57 	0.8427 	0.7389 	305.8322 	1.3408 	256.2378 	1.7745
58 	1.159 	4.7399 	218.8893 	1.7319 	206.752 	1.2014
59 	0.7289 	32.3293 	182.5068 	1.2411 	182.6888 	0.9976
60 	1.1938 	1.0499 	431.3374 	1.7611 	370.7076 	1.7742
61 	1.0226 	1.5764 	220.6559 	1.5813 	201.8243 	1.3185
62 	0.6216 	9.7806 	382.6156 	0.9975 	379.5973 	1.0214
63 	0.734 	36.0571 	297.0749 	1.2374 	280.9646 	1.1538
64 	0.7579 	0.6196 	160.6796 	1.1899 	169.4201 	0.8697
65 	0.5888 	90.74 	537.5311 	0.9701 	401.4773 	2.8085
66 	1.2056 	0.8446 	366.455 	1.7784 	305.7222 	2.06
67 	1.289 	4.6954 	303.2855 	1.8676 	279.0569 	1.3474
68 	0.6954 	1.9764 	523.3951 	1.1598 	413.1883 	2.1091
69 	0.2846 	64.0099 	574.8189 	0.5884 	435.1711 	1.8887
70 	0.4453 	1.8811 	262.7249 	0.8126 	266.0677 	0.9726
71 	0.5353 	1.7107 	184.2143 	0.9083 	199.4218 	0.8326
72 	0.525 	8.1306 	799.8902 	0.8684 	582.4592 	3.1983
73 	0.7005 	66.4576 	265.6839 	1.2062 	252.6746 	1.1322
74 	1.0072 	7.6245 	371.8051 	1.5437 	314.3346 	1.8009
75 	1.2002 	1.1815 	311.028 	1.779 	270.5041 	1.668
76 	0.5507 	55.7027 	291.5598 	1.0173 	255.7421 	1.3658
77 	0.7863 	1.4204 	168.1166 	1.2616 	170.6351 	0.9618
78 	0.9536 	0.7862 	219.6379 	1.4939 	206.9879 	1.1894
79 	0.7033 	2.097 	616.5932 	1.1547 	495.1561 	2.0154
80 	0.7351 	33.9928 	187.0552 	1.2256 	183.4785 	1.0502
