Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
80 	0.4495 	38.0743 	857.6534 	0.8287 	675.3398 	1.8679
81 	0.7695 	1.0492 	800.7018 	1.2405 	606.6844 	2.7645
82 	1.574 	6.3676 	277.0469 	2.2317 	267.1504 	1.1379
83 	0.8804 	29.8321 	381.0064 	1.3839 	404.1406 	0.857
84 	0.5666 	0.924 	376.4023 	0.9768 	336.7379 	1.335
85 	0.8325 	0.6545 	382.1279 	1.3121 	340.4211 	1.4257
86 	0.6876 	0.6563 	227.032 	1.1195 	266.1348 	0.6913
87 	0.858 	5.0771 	809.0911 	1.3774 	633.2189 	2.3608
88 	0.6941 	0.8612 	521.3939 	1.1759 	426.9373 	1.7927
89 	0.5882 	16.6737 	328.0683 	1.02 	265.0402 	1.831
90 	0.7145 	10.5341 	472.682 	1.1132 	435.0073 	1.2863
91 	0.6925 	0.7523 	463.937 	1.1591 	412.4918 	1.3802
92 	1.4927 	14.4372 	721.5383 	2.1771 	607.0231 	2.0198
93 	0.7005 	3.5609 	377.0141 	1.099 	350.2536 	1.2434
94 	0.7916 	0.6624 	437.4851 	1.2581 	356.5577 	1.9952
95 	0.3416 	66.9352 	356.8164 	0.6731 	312.2359 	1.3399
96 	1.1794 	0.8767 	410.9555 	1.7631 	410.9187 	1.0003
97 	0.9836 	0.5826 	485.0421 	1.5305 	400.4555 	1.9533
98 	1.2403 	1.0781 	601.8536 	1.8462 	493.7217 	2.2097
99 	0.8081 	15.7396 	342.929 	1.4171 	299.1875 	1.422
100 	0.9898 	7.0798 	384.692 	1.5085 	351.7327 	1.3319
101 	0.8966 	26.9791 	426.7805 	1.3671 	367.505 	1.6766
102 	0.7231 	72.2176 	592.6259 	1.1385 	486.218 	1.969
103 	0.4578 	15.438 	315.6193 	0.8224 	328.0001 	0.9187
104 	0.7497 	2.0226 	392.047 	1.211 	329.821 	1.7142
105 	1.157 	79.3875 	732.0943 	1.6912 	664.4811 	1.4132
106 	0.7656 	2.5007 	780.1304 	1.2365 	596.1986 	2.6253
107 	0.8799 	0.762 	1023.2777 	1.3155 	806.2571 	2.7811
108 	0.714 	0.8986 	745.1287 	1.2218 	544.0653 	2.8508
109 	0.8404 	0.7077 	274.0542 	1.3341 	293.85 	0.8367
110 	0.7875 	5.1551 	731.2746 	1.2717 	581.5292 	2.1639
111 	0.9078 	0.7471 	745.3096 	1.3534 	627.0323 	1.9304
112 	0.6803 	0.8053 	359.037 	1.1247 	319.489 	1.3866
113 	0.7321 	3.6422 	367.4995 	1.1791 	341.5606 	1.2288
114 	0.422 	7.7406 	315.5246 	0.7891 	320.0087 	0.9704
115 	0.5309 	33.578 	467.8338 	0.9215 	453.5671 	1.0775
116 	0.3968 	84.3741 	600.2907 	0.7143 	505.5982 	1.5501
117 	0.5591 	27.563 	389.6291 	0.9602 	368.9373 	1.1457
118 	0.8015 	16.1321 	599.193 	1.2842 	532.0709 	1.4246
119 	1.0044 	0.8798 	249.6214 	1.5474 	266.5818 	0.8378
120 	0.8674 	2.6529 	305.3335 	1.3557 	342.5771 	0.747
121 	1.2535 	0.8733 	624.3312 	1.8445 	516.9751 	2.1581
122 	0.3888 	66.8306 	409.161 	0.7469 	430.1842 	0.9032
123 	0.5002 	47.9024 	829.9269 	0.8095 	682.7832 	1.866
124 	0.8359 	4.5167 	831.0366 	1.3264 	655.7652 	2.3276
125 	1.1778 	10.9323 	670.0855 	1.6903 	586.2107 	1.7031
126 	0.7436 	38.4157 	430.0514 	1.2099 	458.6778 	0.8527
127 	0.363 	74.2332 	346.91 	0.6976 	326.7284 	1.138
128 	0.4266 	64.7454 	400.2431 	0.8021 	411.7262 	0.9422
