Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
1 	0.4085 	4.0797 	2143.8106 	0.7823 	2029.3577 	1.1258
2 	0.689 	7.411 	3801.8628 	1.1361 	3181.0625 	1.7093
3 	1.0516 	10.9642 	4947.8436 	1.6973 	4283.7516 	1.5452
4 	0.7867 	8.4738 	4880.7861 	1.2988 	3622.9622 	2.8865
5 	0.9046 	2.4812 	1634.7786 	1.4327 	1420.1366 	1.5533
6 	0.503 	1.6907 	972.6642 	0.8914 	764.0251 	1.9699
7 	1.0014 	1.2538 	672.8763 	1.5635 	621.7921 	1.2677
8 	0.8167 	13.9951 	6852.827 	1.3422 	5231.6678 	2.5268
9 	0.736 	8.0099 	3911.5178 	1.1834 	3730.1908 	1.1398
10 	0.6163 	6.5576 	3621.7574 	1.0352 	3079.9177 	1.5867
11 	0.587 	1.734 	1094.8758 	1.0341 	854.6645 	2.0304
12 	0.7415 	7.8679 	4841.1598 	1.2059 	3946.8882 	1.9219
13 	1.1412 	13.646 	5170.6381 	1.7229 	4727.1145 	1.3406
14 	0.8901 	6.9892 	3978.8165 	1.3805 	3436.5539 	1.6224
15 	0.6969 	8.8934 	4141.79 	1.1679 	3595.9022 	1.4856
16 	0.6274 	6.0353 	1192.858 	0.9972 	1176.1461 	1.0393
17 	1.0004 	4.8562 	2222.6291 	1.5039 	2043.7439 	1.3165
18 	0.3142 	5.3726 	2188.424 	0.6623 	1680.9412 	1.7897
19 	0.4607 	3.5485 	1663.1503 	0.8136 	1359.1488 	1.7284
20 	0.4813 	12.6799 	5863.6939 	0.859 	4652.4432 	1.8861
21 	0.7273 	2.8554 	1677.5927 	1.1917 	1509.1043 	1.3472
22 	1.2671 	10.4732 	3595.3355 	1.8444 	3535.8718 	1.0558
23 	0.6353 	8.847 	4844.3402 	1.0802 	3997.654 	1.7372
24 	0.7951 	2.2537 	1200.0804 	1.2812 	1019.2234 	1.659
25 	0.2712 	8.3153 	3441.6327 	0.5547 	3141.2007 	1.206
26 	1.0932 	3.3728 	1882.3641 	1.6265 	1668.8349 	1.529
27 	1.3118 	2.0749 	900.7496 	1.9051 	885.707 	1.0567
28 	1.2706 	4.2816 	2406.4333 	1.9226 	2063.4769 	1.7249
29 	0.8258 	4.3077 	1817.5549 	1.3737 	1499.5984 	1.7814
30 	0.6766 	4.3271 	2294.6709 	1.1442 	2125.0539 	1.2208
31 	0.6262 	2.7865 	1340.4159 	1.0718 	1256.0937 	1.1783
32 	0.6793 	3.3307 	1652.4797 	1.1301 	1560.2708 	1.1626
33 	0.5243 	12.3899 	6285.1633 	0.967 	4521.5488 	2.5834
34 	0.4884 	3.291 	1372.1218 	0.9282 	1281.5871 	1.1618
35 	0.6194 	16.4257 	6754.8036 	1.0613 	5738.7256 	1.5655
36 	1.0458 	2.7069 	1460.605 	1.6847 	1270.5942 	1.5221
37 	0.7092 	2.8863 	1213.7648 	1.1608 	1151.4683 	1.152
38 	0.4145 	16.1 	7511.1065 	0.7617 	4363.7876 	12.3808
39 	0.804 	5.1699 	2483.0626 	1.3293 	1954.9664 	2.1655
40 	0.5267 	5.5406 	2671.1461 	0.9479 	2399.5659 	1.2967
41 	0.2547 	14.9459 	6415.7077 	0.539 	5060.451 	1.668
42 	0.7803 	2.7836 	1172.3553 	1.3302 	1043.4047 	1.3625
43 	0.4858 	4.7224 	2627.0681 	0.8699 	2170.252 	1.6496
44 	0.717 	7.2144 	3433.7822 	1.24 	2693.6653 	2.0451
45 	0.6702 	3.8027 	1544.5119 	1.1199 	1550.8948 	0.9898
46 	0.5938 	2.2533 	1047.0201 	0.9973 	986.515 	1.1666
47 	0.7236 	8.4037 	3317.8316 	1.2065 	3193.9447 	1.1029
48 	0.7819 	3.0437 	1462.5813 	1.1769 	1487.5152 	0.9517
49 	1.1897 	1.5364 	581.6582 	1.9375 	535.268 	1.2604
50 	0.6506 	2.4837 	1227.8791 	1.1363 	1176.7492 	1.1079
51 	0.7637 	7.7765 	3044.3116 	1.1771 	2609.0109 	1.6867
52 	0.7308 	2.7903 	1336.7022 	1.2265 	1243.3917 	1.2088
53 	0.5671 	2.1881 	1055.6996 	0.9838 	976.8008 	1.2142
54 	0.9014 	1.5777 	785.2382 	1.41 	742.313 	1.1786
55 	0.3601 	2.6481 	1278.9843 	0.7088 	920.5591 	2.3241
56 	0.9035 	3.5492 	1820.0199 	1.4386 	1812.231 	1.0116
57 	0.7023 	2.4714 	1431.6703 	1.1542 	1161.2913 	1.9317
58 	0.4107 	2.1752 	977.6491 	0.7842 	899.7713 	1.2008
59 	0.4455 	2.7297 	1212.7589 	0.7821 	953.7512 	1.9852
60 	1.7921 	3.2786 	1402.4382 	2.6242 	1179.0025 	2.0098
61 	0.5493 	1.3536 	565.5018 	0.9924 	519.9207 	1.2203
62 	0.3626 	1.9138 	755.6547 	0.7012 	643.7824 	1.4422
63 	0.9817 	1.8258 	828.6157 	1.5982 	734.1361 	1.4196
64 	0.5686 	1.5233 	474.4777 	1.0128 	428.272 	1.2854
65 	0.9909 	1.5679 	623.055 	1.6026 	561.2911 	1.3508
66 	0.5144 	1.8536 	696.6528 	0.9206 	584.9184 	1.5712
67 	0.4291 	1.9879 	807.0096 	0.7454 	662.4333 	1.7308
68 	0.4883 	1.2524 	388.7333 	0.8785 	376.3739 	1.0771
69 	1.2217 	2.165 	712.3837 	2.1113 	600.1554 	1.5971
70 	0.2887 	1.9831 	886.3085 	0.6008 	708.803 	1.6275
71 	0.277 	1.6577 	606.4078 	0.5701 	513.4254 	1.425
