Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
52 	0.6941 	1.3722 	365.6839 	1.1737 	340.752 	1.2003
53 	0.5578 	0.9656 	239.5219 	0.9784 	233.8404 	1.0584
54 	1.5609 	2.8323 	563.0416 	2.2543 	534.0729 	1.2008
55 	0.4603 	1.8178 	426.9682 	0.8498 	404.9208 	1.127
56 	0.7848 	1.5292 	273.1136 	1.1419 	269.6361 	1.0424
57 	0.5941 	1.453 	347.4639 	1.0155 	332.7313 	1.1138
58 	0.8167 	3.0753 	697.0175 	1.3585 	757.0042 	0.8225
59 	1.7967 	1.8603 	403.0678 	2.5794 	381.8843 	1.2095
60 	0.5244 	1.1676 	278.5715 	0.9244 	264.2431 	1.1349
61 	0.8631 	4.6921 	827.7685 	1.3015 	796.7019 	1.1254
62 	1.0076 	1.3986 	332.7503 	1.548 	324.5802 	1.0757
63 	1.9559 	2.7981 	527.3755 	2.7399 	496.1527 	1.2609
64 	0.9993 	1.4629 	285.737 	1.4304 	295.3598 	0.8995
65 	1.6361 	2.5788 	515.9172 	2.3776 	480.379 	1.2835
66 	0.4843 	2.7358 	549.5167 	0.8862 	522.8866 	1.1196
67 	0.9902 	1.9454 	430.2205 	1.5328 	391.352 	1.3427
68 	0.6914 	1.1852 	288.6508 	1.1482 	283.1845 	1.05
69 	1.4067 	2.4845 	559.3399 	2.1545 	545.3145 	1.0779
70 	1.4297 	1.6366 	390.6725 	2.1236 	374.6147 	1.1439
71 	1.8697 	2.7919 	598.0456 	2.8334 	557.4699 	1.2492
72 	1.9263 	1.7431 	430.3346 	2.5878 	425.034 	1.0506
73 	0.5501 	1.9136 	452.5262 	0.9442 	440.435 	1.0684
74 	0.8471 	2.3284 	675.2486 	1.3332 	616.1659 	1.3157
75 	1.4345 	2.9176 	496.6245 	2.1041 	474.7429 	1.1607
76 	0.8229 	1.5696 	383.4962 	1.3025 	382.716 	1.0056
77 	1.0002 	1.9514 	405.1015 	1.5111 	381.1425 	1.212
78 	1.1826 	2.1224 	396.4597 	1.762 	402.6678 	0.9545
79 	0.7391 	1.2521 	340.8855 	1.2622 	318.7626 	1.1857
80 	0.4952 	2.3453 	553.2077 	0.8924 	531.8422 	1.095
81 	0.9194 	2.2309 	459.3109 	1.3791 	463.5219 	0.9732
82 	1.2515 	2.3555 	512.3576 	1.8158 	520.6632 	0.9504
83 	0.3725 	2.5607 	609.0248 	0.7253 	551.0766 	1.2432
84 	0.8778 	2.1875 	593.3748 	1.4235 	515.3054 	1.5226
85 	0.2869 	1.7716 	325.4928 	0.5736 	299.4158 	1.1909
86 	0.4383 	2.2825 	545.2657 	0.8345 	498.5796 	1.22
87 	0.8176 	4.061 	813.0734 	1.307 	722.0348 	1.4266
88 	0.5264 	1.6935 	410.3729 	0.9039 	360.4348 	1.4112
89 	1.0084 	1.6527 	427.4898 	1.5444 	418.5405 	1.0642
90 	1.065 	1.3278 	334.2048 	1.6067 	325.4744 	1.084
91 	0.7499 	2.0695 	554.5584 	1.1439 	499.1221 	1.4089
92 	0.7642 	1.6054 	382.4362 	1.1739 	342.7432 	1.4232
93 	0.4427 	4.4294 	1016.4745 	0.7381 	872.3249 	1.5489
94 	0.596 	1.775 	346.0543 	1.0163 	333.7569 	1.094
95 	0.6363 	1.2422 	230.2611 	1.1064 	219.362 	1.1254
96 	0.7119 	1.3381 	185.7782 	1.2011 	183.442 	1.0319
97 	0.5275 	5.4067 	780.0313 	0.8554 	623.3053 	2.1013
98 	1.2631 	2.262 	468.4349 	1.7896 	428.1119 	1.4136
99 	0.5655 	1.7995 	598.5683 	1.0654 	470.3537 	1.84
100 	0.699 	1.1136 	244.1992 	1.1441 	239.1535 	1.0561
101 	0.6854 	1.1507 	304.7014 	1.1022 	340.2924 	0.764
102 	0.9233 	1.5412 	452.0073 	1.4354 	415.9279 	1.2882
103 	0.7615 	2.4745 	360.0537 	1.1406 	345.8107 	1.1351
104 	1.2802 	1.0911 	256.6628 	1.8736 	250.6619 	1.0797
105 	0.8699 	1.7211 	329.3488 	1.2998 	309.5944 	1.2215
106 	0.2837 	1.9293 	430.9648 	0.573 	369.954 	1.3897
107 	0.717 	1.2285 	206.4293 	1.1943 	202.135 	1.0549
108 	0.6611 	1.3368 	313.8469 	1.087 	295.9458 	1.1704
109 	0.7512 	1.4934 	254.5269 	1.2553 	249.6154 	1.0505
110 	0.6502 	1.0347 	202.6906 	1.0403 	195.6045 	1.1028
111 	1.0443 	1.3071 	293.1006 	1.5921 	281.7094 	1.1273
112 	0.4595 	1.2933 	231.4834 	0.7816 	228.1783 	1.0359
113 	0.7757 	1.2733 	185.5902 	1.275 	184.4521 	1.0159
114 	0.431 	1.3499 	275.3729 	0.8061 	267.0271 	1.0697
115 	0.649 	1.1199 	187.6888 	1.0921 	187.1833 	1.0067
116 	0.5446 	2.8723 	931.4563 	0.8749 	650.3578 	4.9843
117 	0.5165 	1.0849 	183.341 	0.9221 	184.6613 	0.9839
118 	0.9435 	1.5583 	339.9997 	1.4643 	319.1262 	1.2086
119 	0.3163 	1.4144 	171.1643 	0.7023 	170.8977 	1.0028
