Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
62 	0.5997 	7.5366 	420.0174 	1.0167 	463.566 	0.7982
63 	0.7152 	6.0162 	474.8501 	1.1657 	392.2992 	1.8176
64 	0.2983 	7.7352 	374.4322 	0.5546 	322.1708 	1.4327
65 	1.4146 	16.4384 	489.2967 	1.9738 	464.0426 	1.2227
66 	1.1546 	6.1608 	687.2935 	1.8023 	573.0929 	1.86
67 	0.2674 	5.9931 	296.817 	0.5824 	305.2001 	0.9504
68 	0.8988 	13.635 	219.3547 	1.4087 	223.7214 	0.9479
69 	0.4971 	18.4193 	359.1463 	0.9963 	357.9393 	1.0068
70 	0.3672 	12.8366 	176.6324 	0.7119 	164.5152 	1.1651
71 	0.5451 	49.9459 	226.6923 	0.9444 	227.3923 	0.9927
72 	1.0327 	6.0944 	510.8812 	1.5358 	459.6786 	1.4408
73 	1.0358 	6.6406 	304.312 	1.5588 	351.9507 	0.6819
74 	0.3818 	114.7246 	472.5453 	0.6551 	443.3818 	1.1737
75 	1.053 	6.215 	228.8669 	1.5781 	256.4321 	0.7343
76 	0.8293 	6.4878 	264.8183 	1.3413 	296.4028 	0.7619
77 	0.5229 	45.2289 	243.4615 	0.9222 	242.0994 	1.0131
78 	1.041 	6.8126 	385.8891 	1.577 	328.9856 	1.7663
79 	0.7835 	13.4598 	214.4239 	1.2267 	226.4131 	0.866
80 	0.3723 	70.2719 	554.3247 	0.6976 	503.4047 	1.2453
81 	0.6593 	6.9223 	305.6856 	1.0929 	342.7795 	0.7658
82 	0.3109 	31.2098 	409.1197 	0.6223 	300.9405 	2.1203
83 	0.6212 	81.4844 	441.4445 	1.0161 	355.004 	2.0156
84 	0.364 	84.6158 	563.9663 	0.6997 	367.8842 	3.634
85 	0.9997 	7.2159 	203.3303 	1.5554 	223.906 	0.7793
86 	1.0649 	6.307 	258.5956 	1.6068 	290.5614 	0.7318
87 	0.5968 	66.2629 	248.8953 	1.0374 	259.5881 	0.9081
88 	1.1095 	8.4995 	170.8659 	1.6715 	181.1344 	0.8484
89 	0.7547 	10.6562 	639.4634 	1.2373 	501.0963 	2.2458
90 	0.9544 	5.8719 	409.7028 	1.4652 	338.2288 	2.0018
91 	1.1888 	6.2442 	431.1816 	1.7509 	385.2049 	1.4974
92 	0.8024 	5.9769 	285.9067 	1.2842 	281.4323 	1.0435
93 	0.4706 	24.9412 	272.9124 	0.84 	277.7243 	0.9614
94 	0.5437 	61.4386 	258.4287 	0.9379 	258.119 	1.0029
95 	1.0531 	9.9513 	502.6081 	1.5869 	414.5683 	2.0863
96 	0.3255 	36.324 	394.592 	0.6421 	320.3004 	1.6177
97 	0.464 	56.725 	704.6174 	0.8724 	531.6636 	2.1022
98 	0.6266 	50.1285 	390.1075 	1.0655 	332.2709 	1.5623
99 	0.9989 	6.0998 	481.3711 	1.5154 	387.3982 	2.3407
100 	0.8271 	14.2512 	403.713 	1.3071 	336.8072 	1.8227
101 	0.7584 	11.1047 	205.6293 	1.2097 	228.2892 	0.772
102 	0.6372 	5.9922 	352.3959 	1.0712 	287.1066 	1.8425
103 	0.3696 	10.0778 	280.9859 	0.7081 	239.2685 	1.4504
104 	0.6949 	6.2853 	167.8179 	1.1463 	179.8736 	0.8457
105 	0.9168 	6.2006 	253.4275 	1.4159 	272.4984 	0.8241
106 	0.6625 	32.9754 	319.8618 	1.1695 	293.2357 	1.2377
107 	0.4711 	91.6624 	318.3885 	0.8251 	315.064 	1.0249
108 	0.3651 	8.948 	325.8291 	0.7013 	254.5415 	1.8397
109 	1.026 	6.4099 	446.1785 	1.5424 	390.0524 	1.6019
110 	0.3084 	6.7519 	536.311 	0.6165 	417.8537 	1.7918
111 	0.5518 	37.1259 	336.5559 	0.9438 	268.7783 	1.9411
112 	0.7824 	6.1083 	238.3857 	1.2794 	248.3545 	0.9028
