Cell # 	Area_N 	Red_N 	Green_N 	Area_T 	Green_T 	Green N/C
96 	0.6569 	3.3191 	324.0269 	1.0908 	292.0597 	1.3298
97 	1.2204 	3.6427 	426.7257 	1.901 	346.2454 	2.113
98 	0.4263 	2.8537 	338.6246 	0.7775 	312.4885 	1.2061
99 	0.5941 	3.2466 	372.7328 	1.0194 	367.6999 	1.0334
100 	0.8703 	1.8828 	210.4233 	1.3096 	217.2857 	0.9114
101 	0.8202 	2.662 	440.675 	1.3121 	371.5768 	1.719
102 	0.8781 	2.0718 	401.5034 	1.3304 	341.7021 	1.7798
103 	0.6267 	3.5876 	377.8631 	1.0716 	369.4564 	1.0566
104 	0.6158 	3.4953 	413.5433 	1.0346 	356.8573 	1.5119
105 	1.1336 	1.7931 	326.0384 	1.7065 	278.7771 	1.7598
106 	0.5084 	1.5823 	163.3375 	0.9018 	174.5883 	0.8636
107 	1.0231 	2.8178 	347.4993 	1.4817 	324.9503 	1.2653
108 	0.5049 	1.8872 	220.697 	0.8354 	229.645 	0.907
109 	0.6423 	1.8833 	272.0372 	1.0822 	244.6093 	1.3298
110 	1.2391 	2.3532 	314.6768 	1.8095 	290.0455 	1.3304
111 	0.5256 	6.6711 	525.0595 	0.9207 	444.685 	1.5546
112 	0.9646 	1.4893 	204.9479 	1.4945 	193.3584 	1.1898
113 	0.9983 	2.4654 	272.5537 	1.6306 	243.8918 	1.3721
114 	1.0918 	1.9286 	287.788 	1.5929 	272.1284 	1.2092
115 	0.5428 	6.909 	603.2177 	0.9133 	496.7014 	1.7706
116 	0.3653 	2.5272 	381.7303 	0.6953 	328.9078 	1.4116
117 	0.3739 	1.5705 	214.8877 	0.7273 	207.1608 	1.0799
118 	0.5843 	3.081 	568.0106 	0.9784 	490.2157 	1.5152
119 	0.5566 	2.1838 	351.7945 	0.9476 	308.6707 	1.4227
120 	0.63 	2.1016 	274.0107 	1.0614 	264.0097 	1.0987
121 	1.1646 	2.6119 	432.7951 	1.7499 	382.3402 	1.535
122 	0.3273 	2.3601 	253.445 	0.6325 	265.0355 	0.9134
123 	0.67 	1.4575 	184.7906 	1.1323 	167.2435 	1.3031
124 	0.2933 	4.9297 	636.7492 	0.5763 	526.56 	1.5442
125 	0.4803 	2.1539 	228.1195 	0.8572 	236.5097 	0.9228
126 	0.4805 	1.8778 	347.3557 	0.8346 	289.92 	1.6385
127 	0.4373 	1.6955 	318.2002 	0.8164 	268.9785 	1.4995
128 	0.3927 	5.4255 	461.9312 	0.7178 	409.0709 	1.3381
129 	0.3468 	1.7034 	243.1527 	0.6766 	252.5022 	0.9269
